State,Description,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
South Carolina,Services (USD/Capita),10287,10826,11251,11935,12503,13033,13598,14255,14974,15684,16388,16957,16955,17385,17796,18148,18700,19460,20172,20931,21554,22323,22979
South Carolina,Household consumption expenditures (for services) (USD/Capita),10074,10556,10993,11639,12107,12579,13165,13864,14609,15245,15925,16420,16460,16928,17309,17596,18092,18816,19571,20296,20894,21628,22283
South Carolina,Housing and utilities (USD/Capita),2819,2950,3061,3226,3393,3495,3617,3756,4004,4160,4306,4431,4515,4650,4745,4835,4975,5189,5426,5666,5809,6001,6174
South Carolina,Health care (USD/Capita),2531,2627,2725,2896,3155,3402,3579,3783,3986,4149,4345,4556,4711,4832,4922,4962,5090,5303,5410,5537,5607,5773,5889
South Carolina,Transportation services (USD/Capita),427,460,513,541,538,528,543,572,587,581,590,589,552,557,582,584,622,664,701,747,777,800,828
South Carolina,Recreation services (USD/Capita),751,761,792,793,761,760,798,849,867,895,936,980,960,986,995,1038,1073,1098,1161,1203,1257,1292,1320
South Carolina,Food services and accommodations (USD/Capita),1304,1341,1409,1474,1474,1525,1622,1728,1829,1923,1993,2012,1966,2033,2112,2205,2281,2366,2526,2671,2739,2811,2907
South Carolina,Financial services and insurance (USD/Capita),938,998,1088,1231,1174,1181,1222,1335,1439,1532,1653,1727,1634,1716,1790,1838,1922,2007,2063,2078,2216,2365,2490
South Carolina,Other services (USD/Capita),1301,1415,1402,1476,1610,1686,1781,1838,1893,2001,2100,2122,2119,2151,2161,2132,2126,2186,2281,2391,2486,2582,2671
South Carolina,Final consumption expenditures of nonprofit institutions serving households (NPISHs) (USD/Capita),212,269,258,296,396,454,432,391,364,439,463,536,495,457,487,551,608,644,601,634,660,695,696
South Carolina,Gross output of nonprofit institutions (USD/Capita),1593,1769,1758,1845,2091,2298,2340,2397,2485,2674,2821,2865,2843,2843,2823,2840,2919,3048,3240,3477,3613,3645,3528
South Carolina,Less: Receipts from sales of goods and services by nonprofit institutions (USD/Capita),1380,1499,1500,1548,1694,1844,1907,2005,2120,2235,2358,2328,2348,2386,2336,2288,2311,2403,2639,2842,2953,2950,2831
South Dakota,Personal income (millions of dollars),16805,18150,19005,20280,20948,20939,22890,24579,26112,27544,30604,32691,31794,33596,36741,37659,38108,39872,41570,42049,43457,46248,47738
South Dakota,Population (persons) 1/,744223,746058,750412,755844,757972,760020,763729,770396,775493,783033,791623,799124,807067,816166,823579,833566,842316,849129,853988,862996,872868,878698,884659
South Dakota,Per capita personal income (dollars) 2/,22582,24328,25327,26832,27637,27552,29972,31904,33672,35177,38661,40909,39395,41163,44612,45179,45243,46957,48678,48724,49787,52633,53962
South Dakota,Personal consumption expenditures (USD/Capita),18168,19032,20136,21157,22073,23083,24445,26061,27847,29282,30769,31880,31695,33133,34661,35887,37103,38288,39758,41006,42675,44706,46116
South Dakota,Goods (USD/Capita),6987,7120,7606,8035,8303,8579,9063,9708,10414,10956,11562,11772,11174,11773,12446,12786,13042,13411,13329,13338,13584,13997,14041
South Dakota,Durable goods (USD/Capita),2640,2758,2987,3101,3219,3343,3475,3687,3844,3979,4291,4133,4002,4220,4296,4467,4675,4907,5190,5267,5350,5525,5585
South Dakota,Motor vehicles and parts (USD/Capita),1245,1299,1389,1436,1521,1581,1621,1643,1593,1549,1670,1489,1464,1642,1669,1744,1830,1988,2103,2120,2184,2237,2224
South Dakota,Furnishings and durable household equipment (USD/Capita),524,535,593,622,645,670,697,728,795,838,873,851,799,817,837,882,916,937,983,998,1006,1058,1098
South Dakota,Recreational goods and vehicles (USD/Capita),539,566,617,633,640,657,693,815,911,1003,1105,1111,1042,1043,1061,1099,1185,1217,1312,1356,1376,1420,1463
South Dakota,Other durable goods (USD/Capita),330,357,387,408,412,434,463,500,543,587,642,681,695,716,728,740,743,764,790,792,782,808,799
South Dakota,Nondurable goods (USD/Capita),4346,4361,4618,4933,5083,5235,5587,6020,6570,6977,7270,7639,7171,7553,8149,8318,8366,8504,8138,8071,8233,8472,8455
South Dakota,Food and beverages purchased for off-premises consumption (USD/Capita),1604,1633,1670,1728,1824,1871,1943,2070,2176,2243,2314,2399,2459,2486,2600,2635,2631,2699,2755,2774,2744,2766,2756
South Dakota,Clothing and footwear (USD/Capita),745,747,761,759,743,748,769,770,825,834,835,840,848,868,887,911,915,946,975,999,999,1035,1039
South Dakota,Gasoline and other energy goods (USD/Capita),734,661,751,951,926,919,1106,1320,1589,1798,1923,2170,1586,1848,2218,2251,2249,2182,1679,1479,1620,1749,1635
South Dakota,Other nondurable goods (USD/Capita),1261,1318,1435,1495,1589,1696,1767,1859,1978,2101,2197,2228,2277,2349,2443,2520,2571,2675,2728,2817,2869,2921,3024
South Dakota,Services (USD/Capita),11180,11912,12530,13121,13770,14503,15381,16352,17432,18325,19207,20107,20521,21359,22215,23101,24060,24876,26429,27667,29091,30708,32075
South Dakota,Household consumption expenditures (for services) (USD/Capita),10749,11308,11917,12478,13045,13721,14562,15493,16595,17447,18380,19165,19498,20283,21059,21842,22729,23538,24964,26077,27365,28909,30205
South Dakota,Housing and utilities (USD/Capita),2686,2804,2945,3142,3353,3448,3566,3747,4011,4176,4356,4417,4394,4446,4587,4921,5126,5170,5533,5824,5980,6225,6549
South Dakota,Health care (USD/Capita),2818,2967,3171,3321,3612,3975,4292,4557,5005,5261,5534,5954,6328,6604,6857,7013,7426,7720,8192,8444,8944,9482,10082
South Dakota,Transportation services (USD/Capita),508,538,575,583,602,593,620,667,694,714,743,769,751,770,810,825,864,898,939,979,1018,1053,1069
South Dakota,Recreation services (USD/Capita),721,743,754,744,750,779,847,908,961,1021,1113,1145,1183,1243,1235,1281,1326,1359,1419,1451,1462,1514,1544
South Dakota,Food services and accommodations (USD/Capita),1196,1236,1334,1411,1423,1534,1612,1709,1789,1908,1984,2058,2073,2123,2169,2223,2299,2379,2535,2606,2598,2663,2688
South Dakota,Financial services and insurance (USD/Capita),1320,1434,1574,1768,1712,1755,1857,2038,2237,2370,2567,2731,2653,2958,3273,3470,3660,3961,4258,4619,5155,5650,5840
South Dakota,Other services (USD/Capita),1498,1583,1561,1505,1590,1635,1764,1862,1895,1994,2080,2088,2113,2135,2126,2107,2025,2048,2085,2150,2204,2319,2430
South Dakota,Final consumption expenditures of nonprofit institutions serving households (NPISHs) (USD/Capita),431,603,612,642,724,781,819,859,836,877,827,942,1022,1076,1155,1258,1331,1338,1465,1590,1725,1799,1870
South Dakota,Gross output of nonprofit institutions (USD/Capita),1663,1916,1921,1964,2126,2298,2417,2572,2638,2722,2767,2961,3175,3338,3494,3730,3822,3940,4318,4698,5163,5407,5765
South Dakota,Less: Receipts from sales of goods and services by nonprofit institutions (USD/Capita),1232,1313,1308,1321,1402,1517,1597,1713,1801,1845,1940,2019,2152,2261,2339,2471,2490,2601,2853,3108,3437,3608,3895
Tennessee,Personal income (millions of dollars),127953,140037,145564,154419,158356,162839,169454,179482,187942,200305,209963,217598,216041,226586,240717,253613,256016,266873,280955,289936,303460,319689,332472
Tennessee,Population (persons) 1/,5499233,5570045,5638706,5703719,5750789,5795918,5847812,5910809,5991057,6088766,6175727,6247411,6306019,6355311,6399291,6453898,6494340,6541223,6591170,6646010,6708799,6771631,6829174
Tennessee,Per capita personal income (dollars) 2/,23267,25141,25815,27073,27537,28096,28977,30365,31370,32897,33998,34830,34260,35653,37616,39296,39421,40799,42626,43626,45233,47210,48684
Tennessee,Personal consumption expenditures (USD/Capita),18597,19393,20493,21616,22103,22779,23658,24800,25918,27114,27860,28064,27389,28309,29344,29994,30345,31464,32473,33669,34984,36484,37582
Tennessee,Goods (USD/Capita),7594,7932,8528,8909,8853,8898,9179,9666,10060,10410,10772,10661,9993,10464,11046,11250,11288,11526,11553,11739,12088,12550,12866
Tennessee,Durable goods (USD/Capita),2804,3011,3240,3310,3303,3336,3386,3523,3604,3637,3689,3314,2976,3146,3244,3352,3432,3578,3756,3900,4045,4193,4289
Tennessee,Motor vehicles and parts (USD/Capita),1297,1383,1488,1472,1482,1523,1483,1468,1450,1371,1390,1122,998,1131,1197,1282,1302,1386,1506,1547,1576,1625,1594
Tennessee,Furnishings and durable household equipment (USD/Capita),616,654,697,733,723,725,747,795,834,858,859,782,700,724,733,745,772,796,839,891,939,982,1017
Tennessee,Recreational goods and vehicles (USD/Capita),630,688,748,769,774,766,814,890,934,1001,997,981,867,858,859,859,893,914,915,957,1018,1059,1140
Tennessee,Other durable goods (USD/Capita),260,284,306,334,322,321,341,369,384,406,441,429,409,431,453,465,464,480,495,502,511,525,536
Tennessee,Nondurable goods (USD/Capita),4789,4920,5287,5599,5550,5562,5792,6142,6456,6772,7083,7346,7016,7318,7801,7898,7856,7947,7796,7839,8042,8357,8577
Tennessee,Food and beverages purchased for off-premises consumption (USD/Capita),1708,1755,1851,1893,1873,1845,1884,1951,2037,2134,2282,2391,2478,2527,2654,2677,2667,2669,2665,2662,2652,2705,2754
Tennessee,Clothing and footwear (USD/Capita),911,955,970,979,962,933,912,939,965,976,985,937,876,915,947,966,964,980,1008,1026,1043,1074,1081
Tennessee,Gasoline and other energy goods (USD/Capita),604,535,603,756,642,589,659,787,944,1048,1135,1304,907,1052,1299,1330,1271,1247,938,841,957,1093,1078
Tennessee,Other nondurable goods (USD/Capita),1565,1674,1862,1970,2070,2193,2336,2463,2508,2613,2679,2712,2754,2823,2900,2923,2953,3050,3184,3308,3388,3484,3662
Tennessee,Services (USD/Capita),11002,11461,11964,12706,13249,13880,14478,15133,15857,16704,17087,17402,17395,17844,18297,18744,19056,19938,20919,21929,22896,23934,24715
Tennessee,Household consumption expenditures (for services) (USD/Capita),10846,11280,11750,12416,12947,13502,14142,14813,15578,16329,16746,16962,16955,17414,17828,18230,18514,19375,20377,21353,22299,23321,24118
Tennessee,Housing and utilities (USD/Capita),3098,3261,3397,3581,3807,3922,4054,4215,4482,4673,4791,4936,4967,5039,5136,5170,5259,5454,5651,5907,6099,6396,6665
Tennessee,Health care (USD/Capita),3040,3060,3093,3249,3500,3734,3937,4207,4409,4663,4780,4850,5003,5139,5217,5415,5460,5658,5964,6154,6301,6456,6584
Tennessee,Transportation services (USD/Capita),487,505,537,563,539,509,532,549,572,592,588,586,548,561,590,598,605,638,687,735,764,788,827
Tennessee,Recreation services (USD/Capita),647,641,650,678,696,744,801,832,849,927,939,957,937,975,981,1023,1043,1106,1164,1237,1328,1399,1405
Tennessee,Food services and accommodations (USD/Capita),1277,1299,1361,1386,1391,1442,1520,1594,1692,1760,1834,1826,1812,1890,1968,2066,2083,2213,2358,2510,2626,2786,2870
Tennessee,Financial services and insurance (USD/Capita),1058,1187,1330,1478,1434,1507,1585,1681,1780,1820,1856,1843,1715,1824,1934,1969,2052,2200,2311,2438,2686,2910,3047
Tennessee,Other services (USD/Capita),1237,1323,1380,1478,1577,1642,1710,1733,1791,1891,1955,1961,1971,1984,1999,1987,2010,2103,2239,2369,2491,2583,2717
Tennessee,Final consumption expenditures of nonprofit institutions serving households (NPISHs) (USD/Capita),156,180,214,290,301,378,336,320,279,374,341,440,439,429,469,513,541,562,542,575,596,612,597
Tennessee,Gross output of nonprofit institutions (USD/Capita),1281,1377,1464,1629,1714,1926,1946,2041,2113,2316,2378,2505,2592,2677,2784,2894,2971,3012,3223,3317,3462,3540,3597
Tennessee,Less: Receipts from sales of goods and services by nonprofit institutions (USD/Capita),1124,1196,1249,1338,1412,1548,1610,1720,1834,1941,2037,2064,2152,2247,2315,2381,2429,2449,2680,2741,2865,2928,2999
Texas,Personal income (millions of dollars),472178,514064,541440,589275,625492,633035,655908,687220,745858,820949,873354,954649,910498,966149,1057757,1132222,1159721,1248709,1278809,1278552,1369329,1463962,1531346
Texas,Population (persons) 1/,19740317,20157531,20558220,20944499,21319622,21690325,22030931,22394023,22778123,23359580,23831983,24309039,24801761,25241971,25645629,26084481,26480266,26964333,27470056,27914410,28295273,28628666,28995881
Texas,Per capita personal income (dollars) 2/,23919,25502,26337,28135,29339,29185,29772,30688,32745,35144,36646,39271,36711,38276,41245,43406,43796,46310,46553,45803,48394,51136,52813
Texas,Personal consumption expenditures (USD/Capita),19326,20253,21258,22675,23461,23827,24510,25536,27059,28172,29161,29776,29184,29954,31370,32461,33236,34597,35567,36388,37664,39344,40551
Texas,Goods (USD/Capita),7210,7514,8033,8547,8724,8725,8928,9377,10132,10527,11000,10900,10216,10567,11286,11770,11995,12391,12404,12431,12810,13326,13508
Texas,Durable goods (USD/Capita),2691,2942,3197,3390,3461,3510,3478,3612,3775,3881,4028,3718,3365,3446,3612,3835,3954,4118,4319,4368,4497,4691,4778
Texas,Motor vehicles and parts (USD/Capita),1259,1389,1514,1600,1694,1697,1635,1617,1613,1580,1644,1416,1275,1361,1446,1631,1694,1790,1884,1857,1896,1956,1924
Texas,Furnishings and durable household equipment (USD/Capita),556,595,658,707,706,729,717,756,813,854,884,843,769,767,788,797,829,872,935,972,990,1044,1071
Texas,Recreational goods and vehicles (USD/Capita),560,621,666,701,696,712,735,822,906,963,989,957,840,822,837,850,878,890,903,940,1000,1060,1146
Texas,Other durable goods (USD/Capita),314,336,357,381,363,371,390,416,442,484,510,501,479,495,539,556,552,564,596,598,609,630,636
Texas,Nondurable goods (USD/Capita),4519,4572,4836,5156,5262,5214,5449,5764,6357,6645,6972,7181,6851,7120,7674,7934,8041,8272,8084,8062,8313,8634,8730
Texas,Food and beverages purchased for off-premises consumption (USD/Capita),1652,1665,1745,1803,1867,1851,1910,2013,2121,2197,2277,2362,2359,2389,2500,2595,2629,2727,2758,2762,2820,2888,2923
Texas,Clothing and footwear (USD/Capita),912,940,967,999,977,961,976,981,1046,1104,1118,1081,1054,1077,1146,1185,1187,1194,1205,1223,1219,1259,1258
Texas,Gasoline and other energy goods (USD/Capita),556,489,528,666,657,605,693,825,1103,1075,1184,1299,965,1133,1424,1475,1473,1441,1055,915,1005,1133,1092
Texas,Other nondurable goods (USD/Capita),1398,1476,1595,1687,1760,1795,1868,1943,2086,2268,2393,2438,2471,2521,2602,2677,2751,2910,3064,3160,3267,3354,3456
Texas,Services (USD/Capita),12116,12738,13224,14127,14737,15102,15582,16159,16926,17644,18160,18875,18967,19387,20083,20691,21240,22205,23163,23957,24854,26018,27043
Texas,Household consumption expenditures (for services) (USD/Capita),11859,12429,12873,13712,14263,14575,15015,15595,16402,17085,17626,18237,18314,18738,19409,19941,20477,21421,22399,23143,24022,25157,26198
Texas,Housing and utilities (USD/Capita),3432,3558,3652,3860,4098,4145,4298,4491,4780,5014,5023,5141,5091,5050,5137,5157,5298,5520,5783,5994,6262,6624,6885
Texas,Health care (USD/Capita),2576,2702,2754,2893,3166,3444,3578,3743,3950,4062,4248,4461,4680,4798,4914,5079,5088,5288,5620,5837,5928,6059,6278
Texas,Transportation services (USD/Capita),675,726,772,837,813,764,749,749,767,792,809,838,792,809,886,928,984,1046,1035,1060,1105,1180,1209
Texas,Recreation services (USD/Capita),676,727,793,862,895,927,944,979,1003,1059,1116,1160,1176,1226,1252,1322,1373,1422,1472,1531,1586,1645,1696
Texas,Food services and accommodations (USD/Capita),1218,1274,1333,1429,1449,1463,1524,1615,1718,1824,1895,1962,1968,2018,2131,2240,2337,2468,2611,2669,2770,2896,2993
Texas,Financial services and insurance (USD/Capita),1840,1841,1879,1987,1876,1823,1847,1902,2028,2076,2182,2263,2188,2415,2592,2669,2808,2983,3106,3201,3423,3668,3879
Texas,Other services (USD/Capita),1440,1598,1687,1842,1963,2005,2071,2113,2154,2254,2350,2410,2415,2419,2494,2543,2586,2693,2768,2848,2945,3082,3255
Texas,Final consumption expenditures of nonprofit institutions serving households (NPISHs) (USD/Capita),256,309,351,415,473,526,567,564,523,559,534,637,653,648,673,749,763,783,764,813,831,860,844
Texas,Gross output of nonprofit institutions (USD/Capita),1435,1553,1631,1757,1895,2050,2207,2315,2417,2513,2562,2691,2784,2846,2902,3014,3062,3192,3304,3460,3534,3630,3740
Texas,Less: Receipts from sales of goods and services by nonprofit institutions (USD/Capita),1179,1243,1279,1342,1421,1523,1640,1751,1894,1953,2028,2054,2130,2198,2228,2264,2299,2409,2539,2646,2702,2770,2895
Utah,Personal income (millions of dollars),45125,48266,50851,54465,56933,58604,60748,64803,70861,79063,86046,90161,86695,89242,96245,103120,106427,113140,121954,128900,136996,148240,156896
Utah,Population (persons) 1/,2119784,2165960,2203482,2244502,2283715,2324815,2360137,2401580,2457719,2525507,2597746,2663029,2723421,2775332,2814384,2853375,2897640,2936879,2981835,3041868,3101042,3153550,3205958
Utah,Per capita personal income (dollars) 2/,21288,22284,23078,24266,24930,25208,25739,26984,28832,31306,33123,33857,31833,32156,34198,36140,36729,38524,40899,42375,44178,47008,48939
Utah,Personal consumption expenditures (USD/Capita),18017,18795,19679,20696,21237,21907,22619,24098,25665,27272,28440,28764,27647,28012,28847,29790,30550,31875,33147,34528,36043,38010,39514
Utah,Goods (USD/Capita),7186,7461,8002,8128,8070,8240,8508,9214,9841,10523,11145,10878,9833,9921,10183,10585,10861,11286,11527,11886,12486,13309,13706
Utah,Durable goods (USD/Capita),2814,2928,3119,3178,3135,3267,3284,3581,3892,4075,4361,3895,3377,3364,3416,3601,3825,4031,4329,4589,4900,5215,5460
Utah,Motor vehicles and parts (USD/Capita),1081,1126,1145,1170,1181,1253,1202,1252,1294,1314,1404,1211,1063,1077,1128,1226,1312,1359,1467,1501,1592,1682,1675
Utah,Furnishings and durable household equipment (USD/Capita),696,723,761,783,772,789,799,885,948,1039,1123,996,843,821,799,832,876,924,1002,1068,1121,1209,1285
Utah,Recreational goods and vehicles (USD/Capita),726,756,878,879,848,880,916,1050,1221,1237,1306,1181,988,973,979,1016,1099,1198,1270,1413,1563,1673,1839
Utah,Other durable goods (USD/Capita),309,321,333,344,333,344,365,393,427,484,527,506,481,492,508,526,536,549,589,605,624,650,659
Utah,Nondurable goods (USD/Capita),4371,4533,4883,4949,4934,4972,5224,5632,5949,6448,6783,6982,6455,6557,6766,6984,7036,7254,7198,7297,7585,8094,8246
Utah,Food and beverages purchased for off-premises consumption (USD/Capita),1670,1811,1898,1842,1787,1773,1845,2000,2079,2216,2369,2471,2419,2404,2399,2396,2391,2504,2543,2585,2629,2708,2761
Utah,Clothing and footwear (USD/Capita),807,810,836,824,815,820,844,869,898,954,978,944,920,896,916,964,973,962,981,1002,1018,1082,1099
Utah,Gasoline and other energy goods (USD/Capita),560,512,581,740,685,614,686,819,963,1115,1196,1322,912,1024,1247,1332,1308,1265,975,869,977,1105,1078
Utah,Other nondurable goods (USD/Capita),1333,1398,1566,1542,1645,1764,1847,1943,2008,2161,2238,2243,2203,2231,2202,2290,2362,2521,2698,2840,2960,3197,3306
Utah,Services (USD/Capita),10831,11333,11676,12567,13167,13667,14110,14884,15824,16749,17294,17885,17813,18090,18664,19204,19689,20589,21619,22642,23557,24700,25807
Utah,Household consumption expenditures (for services) (USD/Capita),10508,10969,11283,12122,12669,13120,13588,14387,15331,16175,16699,17231,17180,17477,18041,18513,18979,19854,20916,21929,22822,23950,25089
Utah,Housing and utilities (USD/Capita),3579,3732,3879,4068,4333,4411,4516,4762,5023,5210,5268,5341,5370,5338,5484,5583,5735,5906,6191,6372,6531,6738,6969
Utah,Health care (USD/Capita),2054,2096,2075,2259,2445,2683,2836,3100,3328,3513,3629,3826,3952,4000,4116,4258,4327,4546,4659,4877,4999,5122,5259
Utah,Transportation services (USD/Capita),733,777,804,833,799,772,815,801,863,889,925,937,867,854,907,931,985,1024,1040,1095,1125,1181,1224
Utah,Recreation services (USD/Capita),744,787,836,920,978,1025,1001,1035,1084,1154,1145,1145,1142,1218,1248,1359,1438,1469,1582,1744,1830,1942,2044
Utah,Food services and accommodations (USD/Capita),1117,1147,1176,1253,1278,1325,1333,1387,1459,1564,1631,1692,1610,1638,1708,1797,1878,2010,2184,2283,2350,2469,2563
Utah,Financial services and insurance (USD/Capita),1079,1157,1248,1391,1392,1463,1573,1711,1883,1993,2195,2337,2273,2423,2538,2545,2604,2792,3034,3240,3578,3913,4252
Utah,Other services (USD/Capita),1199,1271,1262,1395,1440,1438,1512,1589,1687,1850,1903,1951,1962,2003,2038,2037,2008,2104,2223,2315,2405,2582,2775
Utah,Final consumption expenditures of nonprofit institutions serving households (NPISHs) (USD/Capita),322,363,393,444,498,547,522,497,493,574,595,654,633,612,622,691,709,734,702,712,734,749,718
Utah,Gross output of nonprofit institutions (USD/Capita),1584,1611,1653,1764,1898,2050,1984,1993,2058,2263,2382,2528,2627,2712,2813,3006,3066,3217,3248,3474,3507,3589,3805
Utah,Less: Receipts from sales of goods and services by nonprofit institutions (USD/Capita),1261,1247,1260,1320,1400,1503,1462,1496,1565,1689,1786,1873,1993,2099,2190,2314,2356,2482,2545,2762,2772,2839,3087
Vermont,Personal income (millions of dollars),14333,15410,16394,17745,18821,19226,19983,21147,21726,23108,24319,25530,25164,25939,27455,28395,28768,29886,30882,31445,32276,33422,34502
Vermont,Population (persons) 1/,597239,600416,604683,609618,612223,615442,617858,619920,621215,622892,623481,624151,624817,625879,627049,626090,626210,625214,625216,623657,624344,624358,623989
Vermont,Per capita personal income (dollars) 2/,23999,25667,27112,29109,30744,31241,32344,34113,34975,37099,39006,40904,40275,41444,43785,45354,45941,47803,49395,50420,51697,53531,55293
Vermont,Personal consumption expenditures (USD/Capita),21393,22494,23794,25269,26736,27930,29314,31026,32926,34342,35454,36821,36762,37954,39668,40789,42131,43557,44496,45546,46682,48474,49377
Vermont,Goods (USD/Capita),7684,7879,8437,8988,9536,10012,10327,11082,11815,12091,12404,12860,12347,12801,13521,13754,14042,14354,14103,14128,14481,15165,15422
Vermont,Durable goods (USD/Capita),2439,2629,2864,3036,3257,3513,3607,3880,3946,3831,3910,3731,3596,3662,3778,3889,4043,4173,4282,4457,4611,4784,4896
Vermont,Motor vehicles and parts (USD/Capita),1150,1259,1352,1396,1497,1599,1667,1747,1681,1542,1553,1387,1332,1433,1516,1577,1667,1756,1850,1920,2037,2124,2121
Vermont,Furnishings and durable household equipment (USD/Capita),477,508,566,640,705,772,796,898,927,919,927,906,828,809,818,843,866,881,894,943,974,1018,1048
Vermont,Recreational goods and vehicles (USD/Capita),567,608,679,712,771,847,831,902,976,979,1020,1029,1029,1006,1020,1041,1068,1084,1073,1130,1146,1182,1264
Vermont,Other durable goods (USD/Capita),243,252,267,286,281,293,311,331,361,390,409,408,405,412,423,426,439,451,463,463,453,458,461
Vermont,Nondurable goods (USD/Capita),5245,5249,5572,5952,6278,6499,6719,7202,7868,8260,8494,9129,8751,9138,9742,9865,9999,10180,9821,9671,9869,10381,10525
Vermont,Food and beverages purchased for off-premises consumption (USD/Capita),2080,2109,2216,2244,2426,2547,2529,2643,2827,2961,3115,3332,3454,3541,3662,3780,3808,3894,3922,3892,3931,4128,4206
Vermont,Clothing and footwear (USD/Capita),852,837,848,881,867,848,848,858,894,907,875,841,800,804,807,810,821,827,837,844,848,855,862
Vermont,Gasoline and other energy goods (USD/Capita),810,705,763,987,1026,996,1181,1429,1689,1849,1922,2279,1749,1965,2316,2237,2198,2134,1587,1374,1511,1732,1602
Vermont,Other nondurable goods (USD/Capita),1502,1598,1744,1839,1958,2105,2161,2270,2457,2542,2580,2674,2747,2826,2956,3036,3170,3324,3474,3559,3577,3664,3855
Vermont,Services (USD/Capita),13708,14615,15357,16280,17200,17917,18987,19943,21111,22251,23049,23960,24414,25152,26147,27034,28088,29202,30393,31418,32201,33308,33955
Vermont,Household consumption expenditures (for services) (USD/Capita),12955,13657,14338,15150,15927,16685,17708,18640,19713,20655,21473,22183,22507,23137,23925,24635,25585,26600,27741,28611,29316,30324,30936
Vermont,Housing and utilities (USD/Capita),3692,3878,4090,4305,4572,4732,4885,5139,5500,5819,6122,6375,6487,6585,6820,7133,7352,7673,7977,8259,8486,8780,9017
Vermont,Health care (USD/Capita),2755,2920,3163,3394,3783,4151,4582,4839,5160,5449,5760,5992,6312,6591,6862,7171,7501,7741,8017,8380,8507,8853,9012
Vermont,Transportation services (USD/Capita),517,555,604,641,686,700,757,805,840,850,855,862,830,833,884,896,922,967,1001,1024,1034,1071,1086
Vermont,Recreation services (USD/Capita),1151,1164,1201,1194,1194,1230,1286,1356,1409,1459,1510,1517,1547,1514,1498,1515,1601,1636,1708,1759,1826,1855,1885
Vermont,Food services and accommodations (USD/Capita),1476,1517,1566,1665,1698,1773,1860,1993,2069,2147,2196,2246,2228,2317,2423,2521,2699,2833,3004,3070,3181,3251,3318
Vermont,Financial services and insurance (USD/Capita),1314,1455,1592,1773,1717,1726,1788,1934,2048,2102,2176,2227,2048,2120,2229,2269,2403,2561,2702,2710,2802,2893,2931
Vermont,Other services (USD/Capita),2047,2166,2120,2175,2276,2371,2547,2571,2685,2826,2852,2962,3052,3174,3205,3126,3103,3188,3328,3405,3478,3618,3684
Vermont,Final consumption expenditures of nonprofit institutions serving households (NPISHs) (USD/Capita),753,957,1018,1130,1272,1231,1278,1303,1397,1595,1576,1777,1907,2015,2221,2399,2502,2602,2651,2807,2884,2984,3018
Vermont,Gross output of nonprofit institutions (USD/Capita),2463,2764,2852,3019,3273,3275,3364,3497,3786,4137,4170,4433,4702,4952,5204,5487,5687,5908,6072,6390,6498,6778,6998
Vermont,Less: Receipts from sales of goods and services by nonprofit institutions (USD/Capita),1709,1807,1834,1889,2000,2044,2086,2193,2388,2541,2593,2656,2795,2936,2983,3088,3185,3305,3421,3583,3614,3794,3979
Virginia,Personal income (millions of dollars),186845,200071,214308,232313,244410,251068,266236,285300,305046,326087,343153,355931,349712,365041,387003,405863,403198,421873,441016,452400,470835,492764,509201
Virginia,Population (persons) 1/,6829183,6900918,7000174,7105817,7198362,7286873,7366977,7475575,7577105,7673725,7751000,7833496,7925937,8023699,8101155,8185080,8252427,8310993,8361808,8410106,8463587,8501286,8535519
Virginia,Per capita personal income (dollars) 2/,27360,28992,30615,32693,33954,34455,36139,38164,40259,42494,44272,45437,44122,45495,47771,49586,48858,50761,52742,53792,55631,57964,59657
Virginia,Personal consumption expenditures (USD/Capita),20031,21305,22838,24500,25382,26241,27647,29548,31559,33180,34527,35512,35089,35918,37034,38011,38623,39784,40905,42202,43577,45235,46538
Virginia,Goods (USD/Capita),7602,7950,8657,9198,9343,9576,10000,10680,11262,11693,11890,11826,11086,11456,11961,12199,12280,12352,12380,12439,12865,13338,13722
Virginia,Durable goods (USD/Capita),2662,2903,3208,3398,3470,3606,3756,4036,4178,4212,4221,3898,3585,3663,3750,3862,3946,4002,4147,4200,4306,4494,4667
Virginia,Motor vehicles and parts (USD/Capita),1088,1180,1276,1345,1413,1484,1511,1591,1575,1485,1493,1273,1180,1260,1287,1365,1398,1441,1530,1563,1587,1641,1642
Virginia,Furnishings and durable household equipment (USD/Capita),641,688,766,799,830,899,937,1017,1072,1078,1044,959,857,855,875,889,911,926,976,1001,1036,1075,1106
Virginia,Recreational goods and vehicles (USD/Capita),592,669,764,838,821,801,854,933,1008,1076,1083,1076,979,961,974,982,1010,997,985,984,1035,1108,1233
Virginia,Other durable goods (USD/Capita),340,364,400,415,404,420,453,493,521,572,599,589,567,585,612,624,625,635,655,650,647,669,686
Virginia,Nondurable goods (USD/Capita),4940,5046,5448,5800,5872,5970,6244,6644,7083,7481,7668,7927,7500,7793,8210,8337,8334,8350,8232,8239,8559,8843,9054
Virginia,Food and beverages purchased for off-premises consumption (USD/Capita),1766,1793,1889,1976,2021,2075,2125,2211,2326,2430,2516,2615,2609,2653,2735,2811,2796,2835,2890,2950,3068,3125,3191
Virginia,Clothing and footwear (USD/Capita),973,1007,1075,1065,1052,1054,1080,1133,1160,1190,1171,1139,1084,1114,1132,1151,1148,1150,1155,1156,1147,1169,1179
